[bonsai2-run +0.002s] staging Ternary-Bonsai-2-27B-PQ2_0.gguf Qwen3.8-27B-DFlash2-r3-Q4_K_M.gguf -> /dev/shm/models (8 streams/file)
[bonsai2-run +3.036s] staged 7.8G
[bonsai2-run +3.037s] exec llama-server -m /dev/shm/models/Ternary-Bonsai-2-27B-PQ2_0.gguf -ngl 999 -fa on -c 8192 -np 1 --host 0.0.0.0 --port 8080 --no-warmup --metrics --jinja -md /dev/shm/models/Qwen3.8-27B-DFlash2-r3-Q4_K_M.gguf --spec-type draft-dflash --spec-draft-n-max 3 -ngld 999
0.00.126.521 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.126.866 W srv  llama_server: -----------------
0.00.126.871 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.126.871 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.126.871 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.126.871 W srv  llama_server: -----------------
0.00.128.150 I srv    load_model: loading model '/dev/shm/models/Ternary-Bonsai-2-27B-PQ2_0.gguf'
0.01.058.077 E llama_init_from_model: failed to initialize the context: dflash requires ctx_other to be set (this warning is normal during memory fitting)
0.01.103.951 W operator(): failed to measure the memory of the extra model, fitting without it: failed to create llama_context from model
0.02.810.587 I cmn          init: llama threadpool init, n_threads = 24
0.02.810.624 I common_speculative_init_result: loading draft model '/dev/shm/models/Qwen3.8-27B-DFlash2-r3-Q4_K_M.gguf'
0.03.546.839 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
0.03.546.855 I common_speculative_impl_draft_dflash: adding speculative implementation 'draft-dflash'
0.03.546.857 I common_speculative_impl_draft_dflash: - n_max=3, n_min=0, p_min=0.00
0.03.546.858 I common_speculative_impl_draft_dflash: - block_size=8, mask_token_id=248070, n_extract=5, sample_from_anchor=true, lineage=dflash
0.03.599.603 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.03.599.618 I srv  llama_server: model loaded
0.03.599.621 I srv  llama_server: listening on http://0.0.0.0:8080
0.03.599.621 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.03.599.621 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.04.145.883 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
10.39.950.091 I slot print_timing: id  0 | task 9369 | n_gen =    196, tg =  64.30 t/s, tg_3s =  64.63 t/s
10.42.995.604 I slot print_timing: id  0 | task 9369 | n_gen =    384, tg =  63.01 t/s, tg_3s =  61.73 t/s
10.46.035.439 I slot print_timing: id  0 | task 9369 | n_gen =    560, tg =  61.31 t/s, tg_3s =  57.90 t/s
10.49.092.830 I slot print_timing: id  0 | task 9369 | n_gen =    724, tg =  59.38 t/s, tg_3s =  53.64 t/s
10.51.652.912 I slot print_timing: id  0 | task 9369 | prompt eval time =    1159.29 ms /   450 tokens (    2.58 ms per token,   388.17 tokens per second)
10.51.652.920 I slot print_timing: id  0 | task 9369 |        eval time =   14735.31 ms /   870 tokens (   16.96 ms per token,    58.97 tokens per second)
10.51.652.920 I slot print_timing: id  0 | task 9369 |       total time =   15894.60 ms /  1320 tokens
10.51.652.921 I slot print_timing: id  0 | task 9369 |    graphs reused =       8849
10.51.652.924 I slot print_timing: id  0 | task 9369 | draft acceptance = 0.89030 (  633 accepted /   711 generated), mean len =  3.67
10.51.652.976 I slot      release: id  0 | task 9369 | stop processing: n_tokens = 1320, truncated = 0
10.51.655.703 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.333 (> 0.100 thold), f_keep = 0.025
10.51.655.897 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 337.226 MiB)
10.51.878.931 I slot launch_slot_: id  0 | task 9609 | processing task, is_child = 0
10.53.923.697 I slot print_timing: id  0 | task 9609 | prompt eval time =     265.65 ms /    99 tokens (    2.68 ms per token,   372.68 tokens per second)
10.53.923.705 I slot print_timing: id  0 | task 9609 |        eval time =    1779.08 ms /   114 tokens (   15.74 ms per token,    63.52 tokens per second)
10.53.923.705 I slot print_timing: id  0 | task 9609 |       total time =    2044.73 ms /   213 tokens
10.53.923.706 I slot print_timing: id  0 | task 9609 |    graphs reused =       8877
10.53.923.709 I slot print_timing: id  0 | task 9609 | draft acceptance = 0.97701 (   85 accepted /    87 generated), mean len =  3.93
10.53.923.745 I slot      release: id  0 | task 9609 | stop processing: n_tokens = 213, truncated = 0
10.53.927.524 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.138 (> 0.100 thold), f_keep = 0.155
10.53.927.592 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 327.461 MiB)
10.54.107.864 I slot launch_slot_: id  0 | task 9641 | processing task, is_child = 0
10.57.582.125 I slot print_timing: id  0 | task 9641 | n_gen =    197, tg =  64.86 t/s, tg_3s =  65.19 t/s
10.58.821.231 I slot print_timing: id  0 | task 9641 | prompt eval time =     452.39 ms /   239 tokens (    1.89 ms per token,   528.31 tokens per second)
10.58.821.240 I slot print_timing: id  0 | task 9641 |        eval time =    4260.94 ms /   271 tokens (   15.78 ms per token,    63.37 tokens per second)
10.58.821.240 I slot print_timing: id  0 | task 9641 |       total time =    4713.33 ms /   510 tokens
10.58.821.241 I slot print_timing: id  0 | task 9641 |    graphs reused =       8944
10.58.821.244 I slot print_timing: id  0 | task 9641 | draft acceptance = 0.97585 (  202 accepted /   207 generated), mean len =  3.93
10.58.821.286 I slot      release: id  0 | task 9641 | stop processing: n_tokens = 510, truncated = 0
10.58.824.555 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.229 (> 0.100 thold), f_keep = 0.069
10.58.824.635 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 328.528 MiB)
10.59.017.951 I slot launch_slot_: id  0 | task 9713 | processing task, is_child = 0
11.02.390.194 I slot print_timing: id  0 | task 9713 | n_gen =    180, tg =  59.18 t/s, tg_3s =  59.51 t/s
11.04.365.242 I slot print_timing: id  0 | task 9713 | prompt eval time =     347.47 ms /   153 tokens (    2.27 ms per token,   440.33 tokens per second)
11.04.365.250 I slot print_timing: id  0 | task 9713 |        eval time =    4999.79 ms /   281 tokens (   17.86 ms per token,    56.00 tokens per second)
11.04.365.251 I slot print_timing: id  0 | task 9713 |       total time =    5347.25 ms /   434 tokens
11.04.365.252 I slot print_timing: id  0 | task 9713 |    graphs reused =       9023
11.04.365.255 I slot print_timing: id  0 | task 9713 | draft acceptance = 0.82305 (  200 accepted /   243 generated), mean len =  3.47
11.04.365.292 I slot      release: id  0 | task 9713 | stop processing: n_tokens = 434, truncated = 0
11.04.368.552 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.192 (> 0.100 thold), f_keep = 0.081
11.04.368.628 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 318.212 MiB)
11.04.561.065 I slot launch_slot_: id  0 | task 9797 | processing task, is_child = 0
11.07.951.243 I slot print_timing: id  0 | task 9797 | n_gen =    191, tg =  63.07 t/s, tg_3s =  63.40 t/s
11.08.322.399 I slot print_timing: id  0 | task 9797 | prompt eval time =     377.68 ms /   182 tokens (    2.08 ms per token,   481.89 tokens per second)
11.08.322.407 I slot print_timing: id  0 | task 9797 |        eval time =    3383.62 ms /   212 tokens (   16.04 ms per token,    62.36 tokens per second)
11.08.322.408 I slot print_timing: id  0 | task 9797 |       total time =    3761.30 ms /   394 tokens
11.08.322.409 I slot print_timing: id  0 | task 9797 |    graphs reused =       9076
11.08.322.412 I slot print_timing: id  0 | task 9797 | draft acceptance = 0.95152 (  157 accepted /   165 generated), mean len =  3.85
11.08.322.450 I slot      release: id  0 | task 9797 | stop processing: n_tokens = 394, truncated = 0
11.08.325.231 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.223 (> 0.100 thold), f_keep = 0.089
11.08.325.303 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 352.796 MiB)
11.08.526.550 I slot launch_slot_: id  0 | task 9855 | processing task, is_child = 0
11.11.889.216 I slot print_timing: id  0 | task 9855 | n_gen =    170, tg =  56.11 t/s, tg_3s =  56.44 t/s
11.14.901.398 I slot print_timing: id  0 | task 9855 | n_gen =    294, tg =  48.64 t/s, tg_3s =  41.17 t/s
11.17.923.195 I slot print_timing: id  0 | task 9855 | n_gen =    439, tg =  48.42 t/s, tg_3s =  47.98 t/s
11.20.324.713 I slot print_timing: id  0 | task 9855 | prompt eval time =     350.76 ms /   157 tokens (    2.23 ms per token,   447.60 tokens per second)
11.20.324.721 I slot print_timing: id  0 | task 9855 |        eval time =   11447.36 ms /   538 tokens (   21.32 ms per token,    46.91 tokens per second)
11.20.324.722 I slot print_timing: id  0 | task 9855 |       total time =   11798.13 ms /   695 tokens
11.20.324.722 I slot print_timing: id  0 | task 9855 |    graphs reused =       9259
11.20.324.725 I slot print_timing: id  0 | task 9855 | draft acceptance = 0.63082 (  352 accepted /   558 generated), mean len =  2.89
11.20.324.761 I slot      release: id  0 | task 9855 | stop processing: n_tokens = 695, truncated = 0
11.20.328.169 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.179 (> 0.100 thold), f_keep = 0.050
11.20.328.270 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 344.121 MiB)
11.20.525.836 I slot launch_slot_: id  0 | task 10044 | processing task, is_child = 0
11.23.938.203 I slot print_timing: id  0 | task 10044 | n_gen =    188, tg =  61.76 t/s, tg_3s =  62.09 t/s
11.25.598.775 I slot print_timing: id  0 | task 10044 | prompt eval time =     384.50 ms /   196 tokens (    1.96 ms per token,   509.76 tokens per second)
11.25.598.797 I slot print_timing: id  0 | task 10044 |        eval time =    4688.41 ms /   287 tokens (   16.39 ms per token,    61.00 tokens per second)
11.25.598.797 I slot print_timing: id  0 | task 10044 |       total time =    5072.90 ms /   483 tokens
11.25.598.798 I slot print_timing: id  0 | task 10044 |    graphs reused =       9333
11.25.598.801 I slot print_timing: id  0 | task 10044 | draft acceptance = 0.92105 (  210 accepted /   228 generated), mean len =  3.76
11.25.598.843 I slot      release: id  0 | task 10044 | stop processing: n_tokens = 482, truncated = 0
11.25.602.041 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.105 (> 0.100 thold), f_keep = 0.073
11.25.602.119 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 322.789 MiB)
11.25.794.670 I slot launch_slot_: id  0 | task 10123 | processing task, is_child = 0
11.29.396.338 I slot print_timing: id  0 | task 10123 | n_gen =    197, tg =  64.71 t/s, tg_3s =  65.04 t/s
11.32.428.429 I slot print_timing: id  0 | task 10123 | n_gen =    385, tg =  63.35 t/s, tg_3s =  62.00 t/s
11.34.978.731 I slot print_timing: id  0 | task 10123 | prompt eval time =     572.60 ms /   334 tokens (    1.71 ms per token,   583.30 tokens per second)
11.34.978.740 I slot print_timing: id  0 | task 10123 |        eval time =    8611.42 ms /   543 tokens (   15.89 ms per token,    62.94 tokens per second)
11.34.978.740 I slot print_timing: id  0 | task 10123 |       total time =    9184.03 ms /   877 tokens
11.34.978.741 I slot print_timing: id  0 | task 10123 |    graphs reused =       9469
11.34.978.744 I slot print_timing: id  0 | task 10123 | draft acceptance = 0.96882 (  404 accepted /   417 generated), mean len =  3.91
11.34.978.800 I slot      release: id  0 | task 10123 | stop processing: n_tokens = 877, truncated = 0
11.34.982.356 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.123 (> 0.100 thold), f_keep = 0.040
11.34.982.464 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 320.292 MiB)
11.35.187.278 I slot launch_slot_: id  0 | task 10265 | processing task, is_child = 0
11.38.718.707 I slot print_timing: id  0 | task 10265 | n_gen =    197, tg =  64.83 t/s, tg_3s =  65.16 t/s
11.41.747.466 I slot print_timing: id  0 | task 10265 | prompt eval time =     508.00 ms /   284 tokens (    1.79 ms per token,   559.05 tokens per second)
11.41.747.474 I slot print_timing: id  0 | task 10265 |        eval time =    6052.15 ms /   382 tokens (   15.88 ms per token,    62.95 tokens per second)
11.41.747.474 I slot print_timing: id  0 | task 10265 |       total time =    6560.16 ms /   666 tokens
11.41.747.475 I slot print_timing: id  0 | task 10265 |    graphs reused =       9565
11.41.747.478 I slot print_timing: id  0 | task 10265 | draft acceptance = 0.96599 (  284 accepted /   294 generated), mean len =  3.90
11.41.747.519 I slot      release: id  0 | task 10265 | stop processing: n_tokens = 666, truncated = 0
11.41.750.419 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.215 (> 0.100 thold), f_keep = 0.053
11.41.750.509 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 331.769 MiB)
11.41.769.890 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 340.333 MiB)
11.41.969.566 I slot launch_slot_: id  0 | task 10366 | processing task, is_child = 0
11.44.480.150 I slot print_timing: id  0 | task 10366 | prompt eval time =     351.09 ms /   163 tokens (    2.15 ms per token,   464.26 tokens per second)
11.44.480.157 I slot print_timing: id  0 | task 10366 |        eval time =    2159.45 ms /   140 tokens (   15.54 ms per token,    64.37 tokens per second)
11.44.480.157 I slot print_timing: id  0 | task 10366 |       total time =    2510.54 ms /   303 tokens
11.44.480.158 I slot print_timing: id  0 | task 10366 |    graphs reused =       9598
11.44.480.160 I slot print_timing: id  0 | task 10366 | draft acceptance = 1.00000 (  105 accepted /   105 generated), mean len =  4.00
11.44.480.198 I slot      release: id  0 | task 10366 | stop processing: n_tokens = 303, truncated = 0
11.44.483.755 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.171 (> 0.100 thold), f_keep = 0.109
11.44.483.833 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 334.474 MiB)
11.44.665.929 I slot launch_slot_: id  0 | task 10404 | processing task, is_child = 0
11.48.103.344 I slot print_timing: id  0 | task 10404 | n_gen =    199, tg =  64.82 t/s, tg_3s =  65.15 t/s
11.49.866.478 I slot print_timing: id  0 | task 10404 | prompt eval time =     382.95 ms /   193 tokens (    1.98 ms per token,   503.98 tokens per second)
11.49.866.486 I slot print_timing: id  0 | task 10404 |        eval time =    4817.56 ms /   290 tokens (   16.67 ms per token,    59.99 tokens per second)
11.49.866.486 I slot print_timing: id  0 | task 10404 |       total time =    5200.51 ms /   483 tokens
11.49.866.487 I slot print_timing: id  0 | task 10404 |    graphs reused =       9675
11.49.866.490 I slot print_timing: id  0 | task 10404 | draft acceptance = 0.89030 (  211 accepted /   237 generated), mean len =  3.67
11.49.866.529 I slot      release: id  0 | task 10404 | stop processing: n_tokens = 483, truncated = 0
11.49.870.089 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.124 (> 0.100 thold), f_keep = 0.068
11.49.870.166 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 340.525 MiB)
11.50.061.924 I slot launch_slot_: id  0 | task 10486 | processing task, is_child = 0
11.53.611.327 I slot print_timing: id  0 | task 10486 | n_gen =    201, tg =  65.40 t/s, tg_3s =  65.73 t/s
11.55.329.922 I slot print_timing: id  0 | task 10486 | prompt eval time =     491.25 ms /   266 tokens (    1.85 ms per token,   541.47 tokens per second)
11.55.329.931 I slot print_timing: id  0 | task 10486 |        eval time =    4776.71 ms /   310 tokens (   15.46 ms per token,    64.69 tokens per second)
11.55.329.931 I slot print_timing: id  0 | task 10486 |       total time =    5267.96 ms /   576 tokens
11.55.329.932 I slot print_timing: id  0 | task 10486 |    graphs reused =       9751
11.55.329.935 I slot print_timing: id  0 | task 10486 | draft acceptance = 0.98718 (  231 accepted /   234 generated), mean len =  3.96
11.55.329.974 I slot      release: id  0 | task 10486 | stop processing: n_tokens = 575, truncated = 0
11.55.333.189 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.304 (> 0.100 thold), f_keep = 0.061
11.55.333.274 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 352.162 MiB)
11.55.533.908 I slot launch_slot_: id  0 | task 10567 | processing task, is_child = 0
11.57.833.586 I slot print_timing: id  0 | task 10567 | prompt eval time =     283.84 ms /   115 tokens (    2.47 ms per token,   405.15 tokens per second)
11.57.833.593 I slot print_timing: id  0 | task 10567 |        eval time =    2015.80 ms /   132 tokens (   15.39 ms per token,    64.99 tokens per second)
11.57.833.594 I slot print_timing: id  0 | task 10567 |       total time =    2299.64 ms /   247 tokens
11.57.833.594 I slot print_timing: id  0 | task 10567 |    graphs reused =       9783
11.57.833.597 I slot print_timing: id  0 | task 10567 | draft acceptance = 1.00000 (   99 accepted /    99 generated), mean len =  4.00
11.57.833.632 I slot      release: id  0 | task 10567 | stop processing: n_tokens = 247, truncated = 0
11.57.890.274 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3418436851
11.58.052.267 I slot launch_slot_: id  0 | task 10603 | processing task, is_child = 0
12.00.289.413 I slot print_timing: id  0 | task 10603 | prompt eval time =     351.14 ms /   162 tokens (    2.17 ms per token,   461.35 tokens per second)
12.00.289.421 I slot print_timing: id  0 | task 10603 |        eval time =    1885.97 ms /   111 tokens (   17.15 ms per token,    58.33 tokens per second)
12.00.289.422 I slot print_timing: id  0 | task 10603 |       total time =    2237.11 ms /   273 tokens
12.00.289.422 I slot print_timing: id  0 | task 10603 |    graphs reused =       9812
12.00.289.425 I slot print_timing: id  0 | task 10603 | draft acceptance = 0.86022 (   80 accepted /    93 generated), mean len =  3.58
12.00.289.462 I slot      release: id  0 | task 10603 | stop processing: n_tokens = 273, truncated = 0
12.00.292.574 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3420892682
12.00.292.642 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 333.669 MiB)
12.00.472.774 I slot launch_slot_: id  0 | task 10637 | processing task, is_child = 0
12.03.597.410 I slot print_timing: id  0 | task 10637 | prompt eval time =     380.72 ms /   191 tokens (    1.99 ms per token,   501.68 tokens per second)
12.03.597.418 I slot print_timing: id  0 | task 10637 |        eval time =    2743.87 ms /   163 tokens (   16.94 ms per token,    59.04 tokens per second)
12.03.597.418 I slot print_timing: id  0 | task 10637 |       total time =    3124.59 ms /   354 tokens
12.03.597.419 I slot print_timing: id  0 | task 10637 |    graphs reused =       9855
12.03.597.422 I slot print_timing: id  0 | task 10637 | draft acceptance = 0.87407 (  118 accepted /   135 generated), mean len =  3.62
12.03.597.457 I slot      release: id  0 | task 10637 | stop processing: n_tokens = 354, truncated = 0
12.03.600.512 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3424200677
12.03.600.587 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 325.725 MiB)
12.03.784.542 I slot launch_slot_: id  0 | task 10685 | processing task, is_child = 0
12.05.875.046 I slot print_timing: id  0 | task 10685 | prompt eval time =     375.97 ms /   180 tokens (    2.09 ms per token,   478.76 tokens per second)
